ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,OutletType,OutletSales
NCX54,,Низкокалорийный,0.047827139,Товары для дома,105.3622,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,3387.5904
FDL14,8.115,Средняя калорийность,0.032208865,Консервы,154.9972,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,3739.1328
FDA13,15.85,Низкокалорийный,0.078874948,Консервы,37.4506,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,303.6048
FDS11,,Средняя калорийность,0.097275777,Хлеб,223.9088,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,223.7088
FDT43,16.35,Низкокалорийный,0.020664178,Фрукты и овощи,50.8324,OUT017,2007,,Локация 2,Супермаркет Тип1,1298.31
FDR07,21.35,Низкокалорийный,0.078060605,Фрукты и овощи,96.0094,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,380.8376
FDF41,12.15,Низкокалорийный,0.131714183,Замороженные продукты,245.846,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,4434.228
DRM23,16.6,Низкокалорийный,0.135944247,Крепкие напитки,172.0422,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,2586.633
FDO52,11.6,Средняя калорийность,0.077478931,Замороженные продукты,170.3106,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,4277.765
FDD10,20.6,Средняя калорийность,0.046114018,Закуски,178.2344,OUT045,2002,,Локация 2,Супермаркет Тип1,1070.6064
FDN38,,Средняя калорийность,0.161030847,Консервы,251.2408,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,1001.3632
FDE17,20.1,Средняя калорийность,0.054455495,Замороженные продукты,149.5366,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,2871.5954
FDZ03,13.65,Средняя калорийность,0,Молочные продукты,186.024,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,4287.752
FDD03,13.3,Низкокалорийный,0.080257683,Молочные продукты,232.63,OUT017,2007,,Локация 2,Супермаркет Тип1,1864.24
NCW18,,Низкокалорийный,0.059037538,Товары для дома,237.7248,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,2607.2728
DRG36,,Низкокалорийный,0.094916347,Безалкогольные напитки,172.3106,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,4277.765
FDT43,16.35,Низкокалорийный,0.034393057,Фрукты и овощи,50.8324,OUT010,1998,,Локация 3,Продуктовый магазин,155.7972
NCU17,5.32,Низкокалорийный,0.093261677,Здоровье и гигиена,100.9674,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1222.4088
FDH50,15,Средняя калорийность,0.16143544,Консервы,185.1266,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,2766.399
FDU57,8.27,Средняя калорийность,0.089479661,Закуски,148.6708,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,2106.5912
FDA56,,Низкокалорийный,0.008722342,Фрукты и овощи,123.5414,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,4508.1318
FDZ15,13.1,Низкокалорийный,0.020988798,Молочные продукты,117.7782,OUT017,2007,,Локация 2,Супермаркет Тип1,1191.782
FDY51,12.5,Низкокалорийный,0.081260969,Мясо,221.7798,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,3085.3172
DRF03,19.1,Низкокалорийный,0.045308131,Молочные продукты,42.5138,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,649.8208
NCV06,11.3,Низкокалорийный,0.06705851,Товары для дома,194.0478,OUT017,2007,,Локация 2,Супермаркет Тип1,3293.7126
FDA21,13.65,Низкокалорийный,0.035930784,Закуски,184.4924,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,9069.5276
NCQ53,,Низкокалорийный,0.018813776,Здоровье и гигиена,235.259,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,5672.616
NCO29,,Низкокалорийный,0.032099989,Здоровье и гигиена,164.1526,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,2960.1468
FDT26,18.85,Средняя калорийность,0.06823032,Молочные продукты,121.044,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1557.972
FDI21,5.59,Средняя калорийность,0.056592115,Закуски,65.0168,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,447.4176
NCI55,18.6,Низкокалорийный,0.012643035,Товары для дома,119.8414,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,365.5242
FDZ04,9.31,Низкокалорийный,0.063529046,Замороженные продукты,63.751,OUT010,1998,,Локация 3,Продуктовый магазин,126.502
FDL27,6.17,Низкокалорийный,0.010630949,Мясо,65.9826,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1162.4868
FDS45,5.175,Средняя калорийность,0.029490377,Закуски,107.6622,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2858.2794
NCG43,,Низкокалорийный,0.129983688,Товары для дома,93.0462,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,185.0924
FDU28,19.2,Средняя калорийность,0.094300933,Замороженные продукты,187.5214,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1695.7926
FDO20,12.85,Средняя калорийность,0.152001201,Фрукты и овощи,252.3382,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,6056.1168
NCG55,16.25,Низкокалорийный,0.039113587,Товары для дома,116.0176,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,1488.7288
NCM42,6.13,Низкокалорийный,0.02848169,Товары для дома,110.4912,OUT017,2007,,Локация 2,Супермаркет Тип1,1310.2944
NCG07,12.3,Низкокалорийный,0.05271592,Товары для дома,189.653,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,569.259
NCQ29,,Низкокалорийный,0.182493512,Здоровье и гигиена,258.8278,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,1041.3112
NCV05,10.1,Низкокалорийный,0.050562853,Здоровье и гигиена,153.3656,OUT010,1998,,Локация 3,Продуктовый магазин,463.3968
NCO02,11.15,Низкокалорийный,0.07366703,Другое,66.2142,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,131.8284
FDH19,19.35,Низкокалорийный,0.03322326,Мясо,172.0738,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,3301.7022
DRG13,17.25,Низкокалорийный,0.037396492,Безалкогольные напитки,165.6526,OUT017,2007,,Локация 2,Супермаркет Тип1,1808.9786
FDI57,19.85,Низкокалорийный,0.054015429,Морепродукты,196.3768,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,4138.6128
FDX51,9.5,Средняя калорийность,0.02210346,Мясо,194.7452,OUT045,2002,,Локация 2,Супермаркет Тип1,1370.2164
FDW33,9.395,Низкокалорийный,0.099274694,Закуски,104.528,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,852.224
DRE12,4.59,Низкокалорийный,0.070721656,Безалкогольные напитки,113.286,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,1471.418
FDY31,5.98,Низкокалорийный,0.043554614,Фрукты и овощи,148.2418,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2354.2688
FDR31,6.46,Средняя калорийность,0.04923932,Фрукты и овощи,144.4102,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,4374.306
FDS55,7.02,Низкокалорийный,0.08114883,Фрукты и овощи,146.8734,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,3563.3616
DRL60,8.52,Низкокалорийный,0.027054244,Безалкогольные напитки,151.5682,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,3506.7686
FDW55,12.6,Средняя калорийность,0.036773101,Фрукты и овощи,250.3092,OUT010,1998,,Локация 3,Продуктовый магазин,249.0092
FDT11,5.94,Средняя калорийность,0.049163321,Хлеб,186.4556,OUT010,1998,,Локация 3,Продуктовый магазин,563.2668
FDO50,16.25,Низкокалорийный,0.078168739,Консервы,91.3804,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1653.8472
FDD28,10.695,Низкокалорийный,0.05337973,Замороженные продукты,56.7904,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,1113.2176
FDN28,5.88,Средняя калорийность,0.030418998,Замороженные продукты,103.099,OUT017,2007,,Локация 2,Супермаркет Тип1,1341.587
FDS35,9.3,Низкокалорийный,0.111673587,Хлеб,65.7826,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,968.739
FDB38,19.5,Средняя калорийность,0.027341529,Консервы,158.292,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,3994.8
FDT07,5.82,Средняя калорийность,0.077634044,Фрукты и овощи,256.433,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,3844.995
FDC53,8.68,Низкокалорийный,0.008835694,Замороженные продукты,96.5384,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1182.4608
NCT41,15.7,Низкокалорийный,0.055990291,Здоровье и гигиена,153.2024,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,3795.06
FDR40,,Средняя калорийность,0.00799548,Замороженные продукты,78.5618,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,2255.7304
FDH32,12.8,Низкокалорийный,0.076369874,Фрукты и овощи,97.241,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1448.115
FDN60,15.1,Низкокалорийный,0.095351065,Выпечка,158.6604,OUT045,2002,,Локация 2,Супермаркет Тип1,2535.3664
FDR33,7.31,Низкокалорийный,0.026783871,Закуски,108.157,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,1098.57
FDB59,,Низкокалорийный,0.01520491,Закуски,197.2084,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,4166.5764
FDS07,12.35,Низкокалорийный,0.099757833,Фрукты и овощи,113.9518,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,910.8144
FDD02,16.6,Низкокалорийный,0,Консервы,117.3124,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,2014.7108
FDH05,14.35,Средняя калорийность,0.090896452,Замороженные продукты,231.2984,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,6024.1584
FDR04,7.075,Низкокалорийный,0.022602061,Замороженные продукты,98.1068,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,1458.102
DRJ47,18.25,Низкокалорийный,0.044250304,Крепкие напитки,174.708,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,2423.512
FDW50,13.1,Низкокалорийный,0.075885921,Молочные продукты,165.1158,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1504.0422
NCJ17,7.68,Низкокалорийный,0.153177941,Здоровье и гигиена,85.2224,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1278.336
FDH60,19.7,Средняя калорийность,0,Выпечка,197.911,OUT045,2002,,Локация 2,Супермаркет Тип1,1767.699
DRL60,8.52,Низкокалорийный,0.027114238,Безалкогольные напитки,151.9682,OUT045,2002,,Локация 2,Супермаркет Тип1,1677.1502
FDS32,17.75,Средняя калорийность,0.049634572,Фрукты и овощи,140.2838,OUT010,1998,,Локация 3,Продуктовый магазин,280.9676
FDM58,,Средняя калорийность,0,Закуски,112.2544,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,3914.904
FDK10,5.785,Средняя калорийность,0.040587146,Закуски,180.366,OUT017,2007,,Локация 2,Супермаркет Тип1,1258.362
NCS30,5.945,Низкокалорийный,0.093008616,Товары для дома,127.8652,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2195.8084
FDY15,18.25,Средняя калорийность,0.17179432,Молочные продукты,154.663,OUT017,2007,,Локация 2,Супермаркет Тип1,2659.871
FDC53,8.68,Низкокалорийный,0.008828341,Замороженные продукты,99.9384,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,689.7688
FDK45,11.65,Низкокалорийный,0.033858187,Морепродукты,113.386,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,2603.278
FDH26,19.25,Средняя калорийность,0.034841089,Консервы,141.1496,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,282.2992
NCW06,16.2,Низкокалорийный,0.08425957,Товары для дома,192.3162,OUT010,1998,,Локация 3,Продуктовый магазин,769.6648
FDV37,13,Средняя калорийность,0.083444376,Консервы,195.8426,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,4152.5946
FDB52,17.75,Низкокалорийный,0.030497325,Молочные продукты,256.9672,OUT045,2002,,Локация 2,Супермаркет Тип1,1534.0032
FDF41,12.15,Низкокалорийный,0.131179812,Замороженные продукты,245.246,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,3202.498
FDA39,6.32,Низкокалорийный,0.012737719,Мясо,38.5822,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,353.5398
FDE56,17.25,Средняя калорийность,0.159165324,Фрукты и овощи,63.4194,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,1547.985
FDC56,7.72,Низкокалорийный,0.122015744,Фрукты и овощи,121.744,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,2277.036
FDT26,18.85,Средняя калорийность,0.068091318,Молочные продукты,120.644,OUT045,2002,,Локация 2,Супермаркет Тип1,3475.476
FDR21,19.7,Низкокалорийный,0.067314073,Закуски,175.137,OUT017,2007,,Локация 2,Супермаркет Тип1,2822.992
FDC14,14.5,Средняя калорийность,0.041249072,Консервы,40.5454,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1216.4166
FDI32,17.7,Низкокалорийный,0.174340475,Фрукты и овощи,116.6834,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,3570.6854
FDI02,15.7,Средняя калорийность,0.11454343,Консервы,113.7202,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,3263.0858
FDE22,9.695,Низкокалорийный,0.029693277,Закуски,159.792,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,2716.464
FDW26,11.8,Средняя калорийность,0.107057186,Молочные продукты,224.1772,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,3558.0352
FDA36,,Низкокалорийный,0.009921107,Выпечка,183.6924,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,555.2772
NCS06,,Низкокалорийный,0.031583053,Товары для дома,260.991,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,7100.757
NCX05,15.2,Низкокалорийный,0.097043739,Здоровье и гигиена,116.8492,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2664.5316
FDU19,8.77,Средняя калорийность,0.046762633,Фрукты и овощи,170.8422,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,1724.422
FDA49,19.7,Низкокалорийный,0.064909488,Консервы,88.5198,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,1308.297
NCZ42,10.5,Низкокалорийный,0.011305479,Товары для дома,235.5248,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,4740.496
FDX32,15.1,Средняя калорийность,0,Фрукты и овощи,146.2786,OUT010,1998,,Локация 3,Продуктовый магазин,433.4358
FDR01,5.405,Средняя калорийность,0.053576661,Консервы,200.5742,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,2388.8904
FDQ15,20.35,Средняя калорийность,0.150947728,Мясо,81.0276,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,1868.2348
FDQ14,,Низкокалорийный,0.10818157,Молочные продукты,149.605,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,449.415
FDS56,5.785,Средняя калорийность,0.038749536,Фрукты и овощи,262.0252,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,4459.5284
DRJ24,11.8,Низкокалорийный,0.113790879,Безалкогольные напитки,185.3924,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,370.1848
FDG52,,Низкокалорийный,0.065313024,Замороженные продукты,47.1402,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,1516.0266
FDF59,12.5,Низкокалорийный,0,Бакалея,127.102,OUT017,2007,,Локация 2,Супермаркет Тип1,253.004
DRM49,6.11,Средняя калорийность,0.152813518,Безалкогольные напитки,45.6086,OUT017,2007,,Локация 2,Супермаркет Тип1,1025.9978
NCP02,7.105,Низкокалорийный,0.044771473,Товары для дома,58.2562,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,592.562
FDW13,8.5,Низкокалорийный,0.098083231,Консервы,50.3324,OUT045,2002,,Локация 2,Супермаркет Тип1,675.1212
FDV12,16.7,Средняя калорийность,0.06121901,Выпечка,100.0384,OUT017,2007,,Локация 2,Супермаркет Тип1,1970.768
FDH14,17.1,Средняя калорийность,0.047073322,Консервы,138.6838,OUT017,2007,,Локация 2,Супермаркет Тип1,2950.1598
FDQ20,8.325,Низкокалорийный,0.029953314,Фрукты и овощи,39.5138,OUT017,2007,,Локация 2,Супермаркет Тип1,568.5932
FDT45,15.85,Низкокалорийный,0,Закуски,55.1956,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,1255.6988
NCM26,,Низкокалорийный,0.040520754,Другое,153.934,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,153.134
FDJ22,,Низкокалорийный,0.052554508,Закуски,190.3504,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,1917.504
FDD29,12.15,Низкокалорийный,0.018514652,Замороженные продукты,252.7698,OUT017,2007,,Локация 2,Супермаркет Тип1,5834.4054
FDA13,15.85,Низкокалорийный,0.07871426,Консервы,37.2506,OUT045,2002,,Локация 2,Супермаркет Тип1,493.3578
FDV47,17.1,Низкокалорийный,0.054197299,Хлеб,83.5566,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,1860.2452
FDS57,15.5,Низкокалорийный,0.103442268,Закуски,144.847,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,2433.499
DRG36,14.15,Низкокалорийный,0.095360186,Безалкогольные напитки,172.3106,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,3251.1014
FDK38,,Низкокалорийный,0.053031857,Консервы,149.1734,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,4454.202
DRJ49,6.865,Низкокалорийный,0.013990601,Безалкогольные напитки,127.6652,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2841.6344
FDR37,16.5,Средняя калорийность,0.066237024,Завтрак,183.1292,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,6385.022
NCS53,14.5,Низкокалорийный,0.089761211,Здоровье и гигиена,159.4604,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2376.906
FDR22,19.35,Средняя калорийность,0.01863822,Закуски,110.2544,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1677.816
NCP42,8.51,Низкокалорийный,0.016176344,Товары для дома,192.1478,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1937.478
FDK38,6.65,Низкокалорийный,0.089196394,Консервы,147.0734,OUT010,1998,,Локация 3,Продуктовый магазин,296.9468
NCC43,7.39,Низкокалорийный,0.092782895,Товары для дома,252.6066,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,2259.0594
FDH57,10.895,Низкокалорийный,0.0358031,Фрукты и овощи,130.3284,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,2504.7396
FDQ25,8.63,Средняя калорийность,0.028271345,Консервы,170.5422,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2069.3064
FDA11,7.75,Низкокалорийный,0.043238822,Выпечка,92.5436,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1701.7848
FDG31,12.15,Низкокалорийный,0.037955309,Мясо,62.8826,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,710.4086
FDW28,18.25,Низкокалорийный,0.089186083,Замороженные продукты,194.3452,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,4502.1396
FDV14,19.85,Низкокалорийный,0.044566659,Молочные продукты,88.5856,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,703.0848
FDB60,9.3,Низкокалорийный,0.028638276,Выпечка,195.8136,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,2138.5496
FDU43,,Средняя калорийность,0.057762301,Фрукты и овощи,237.3564,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,2145.2076
DRH11,5.98,Низкокалорийный,0.075711199,Крепкие напитки,55.6614,OUT045,2002,,Локация 2,Супермаркет Тип1,331.5684
FDC48,,Низкокалорийный,0.027767577,Выпечка,82.1592,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,412.796
DRK39,7.02,Низкокалорийный,0.049865399,Молочные продукты,82.925,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1165.15
FDB20,7.72,Низкокалорийный,0.052061483,Фрукты и овощи,76.7986,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,1324.2762
FDE51,5.925,Средняя калорийность,0.096387053,Молочные продукты,45.6086,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,356.8688
FDX36,9.695,Средняя калорийность,0.128176489,Выпечка,224.8404,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,3600.6464
NCT29,12.6,Низкокалорийный,0.064110725,Здоровье и гигиена,122.3414,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,243.6828
FDU45,15.6,Средняя калорийность,0.035561344,Закуски,112.1518,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,1821.6288
FDF56,16.7,Средняя калорийность,0.119647957,Фрукты и овощи,180.9976,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,4165.2448
FDW07,18,Средняя калорийность,0.238831875,Фрукты и овощи,88.2514,OUT010,1998,,Локация 3,Продуктовый магазин,88.5514
FDR52,,Средняя калорийность,0.075676339,Замороженные продукты,190.4846,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,8789.8916
FDB45,20.85,Низкокалорийный,0.021416681,Фрукты и овощи,104.6306,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1149.8366
NCT42,,Низкокалорийный,0.024766802,Товары для дома,151.0392,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,3281.0624
FDP52,18.7,Средняя калорийность,0.070691729,Замороженные продукты,230.201,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,5742.525
FDI50,,Средняя калорийность,0.030693309,Консервы,228.0352,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,10306.584
FDU48,18.85,Низкокалорийный,0.055671582,Выпечка,133.3284,OUT017,2007,,Локация 2,Супермаркет Тип1,263.6568
FDS43,11.65,Низкокалорийный,0.040507228,Фрукты и овощи,186.924,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2237.088
NCM41,16.5,Низкокалорийный,0.035626319,Здоровье и гигиена,93.112,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,932.12
FDP37,15.6,Низкокалорийный,0.143688905,Завтрак,128.1994,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,2184.4898
FDJ44,12.3,Средняя калорийность,0.106542886,Фрукты и овощи,173.2396,OUT045,2002,,Локация 2,Супермаркет Тип1,3139.9128
FDY38,,Средняя калорийность,0.208662546,Молочные продукты,231.83,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,466.06
FDC20,10.65,Низкокалорийный,0.024107056,Фрукты и овощи,56.6272,OUT017,2007,,Локация 2,Супермаркет Тип1,447.4176
FDF02,16.2,Низкокалорийный,0.104058452,Консервы,102.499,OUT017,2007,,Локация 2,Супермаркет Тип1,2063.98
FDX38,10.5,Средняя калорийность,0.048403392,Молочные продукты,48.2376,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,527.3136
FDN50,,Средняя калорийность,0.026391403,Консервы,92.812,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,2609.936
FDA07,7.55,Средняя калорийность,0.031007381,Фрукты и овощи,123.4072,OUT045,2002,,Локация 2,Супермаркет Тип1,2082.6224
FDT49,,Низкокалорийный,0.150672399,Консервы,104.728,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,2450.144
FDA09,13.35,Средняя калорийность,0.149598628,Закуски,179.466,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,3775.086
FDV43,16,Низкокалорийный,0.077290355,Фрукты и овощи,44.5086,OUT017,2007,,Локация 2,Супермаркет Тип1,713.7376
FDK58,,Средняя калорийность,0.078758649,Закуски,103.0016,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,202.4032
FDL22,16.85,Низкокалорийный,0.036359891,Закуски,90.7488,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,2263.72
FDP56,8.185,Низкокалорийный,0.046747071,Фрукты и овощи,49.9692,OUT017,2007,,Локация 2,Супермаркет Тип1,837.5764
DRL47,19.7,Низкокалорийный,0,Крепкие напитки,125.9362,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,1635.8706
NCT17,10.8,Низкокалорийный,0.041865848,Здоровье и гигиена,189.7214,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,5841.0634
FDR12,12.6,Средняя калорийность,0.031713126,Выпечка,172.5764,OUT017,2007,,Локация 2,Супермаркет Тип1,1030.6584
FDD39,16.7,Низкокалорийный,0.07044068,Молочные продукты,216.885,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,6275.165
FDG04,13.1,Низкокалорийный,0.006087409,Замороженные продукты,185.0898,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1870.898
FDV19,14.85,Средняя калорийность,0.035456465,Фрукты и овощи,162.2578,OUT017,2007,,Локация 2,Супермаркет Тип1,3690.5294
FDS55,,Низкокалорийный,0.142107998,Фрукты и овощи,150.3734,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,296.9468
FDM50,13,Средняя калорийность,0.030064132,Консервы,58.022,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,898.83
DRF13,12.1,Низкокалорийный,0.029781363,Безалкогольные напитки,146.9444,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1596.5884
FDJ48,11.3,Низкокалорийный,0.056387854,Выпечка,245.4118,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,6669.3186
FDM20,10,Низкокалорийный,0.038653608,Фрукты и овощи,245.4144,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,7105.4176
FDP24,20.6,Низкокалорийный,0.083172413,Выпечка,121.0756,OUT045,2002,,Локация 2,Супермаркет Тип1,1696.4584
FDC16,11.5,Средняя калорийность,0.020565921,Молочные продукты,86.054,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,1384.864
NCB42,11.8,Низкокалорийный,0.008609602,Здоровье и гигиена,114.8492,OUT017,2007,,Локация 2,Супермаркет Тип1,1390.1904
FDN01,8.895,Низкокалорийный,0.121180705,Завтрак,177.037,OUT010,1998,,Локация 3,Продуктовый магазин,176.437
FDT34,9.3,Низкокалорийный,0.174703862,Закуски,104.0964,OUT045,2002,,Локация 2,Супермаркет Тип1,1788.3388
FDA52,,Средняя калорийность,0.127800388,Замороженные продукты,177.037,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,4587.362
NCC18,19.1,Низкокалорийный,0.296713665,Товары для дома,171.8422,OUT010,1998,,Локация 3,Продуктовый магазин,1034.6532
NCR41,17.85,Низкокалорийный,0.018125948,Здоровье и гигиена,94.9094,OUT017,2007,,Локация 2,Супермаркет Тип1,761.6752
FDX23,6.445,Низкокалорийный,0.029859711,Выпечка,94.1436,OUT017,2007,,Локация 2,Супермаркет Тип1,1418.154
FDP39,12.65,Низкокалорийный,0.116203156,Мясо,53.5324,OUT010,1998,,Локация 3,Продуктовый магазин,415.4592
NCH07,13.15,Низкокалорийный,0.09264951,Товары для дома,157.8604,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,3803.0496
FDW47,,Низкокалорийный,0.081197035,Хлеб,121.7414,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,365.5242
DRD13,15,Низкокалорийный,0.049070183,Безалкогольные напитки,61.9168,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,767.0016
